name,date,star,comment,comment_prep,sentiment
Teresia Tampubolon,12 Desember 2024,3,"Tolong jaringannya lebih dibagusin lagi yah, masa stiap saya main harus mati 6x dulu baru jaringannya Lancaar.",tolong jaringannya dibagusin yah stiap main mati 6x jaringannya lancaar,negatif
Ru Bini,26 Oktober 2024,2,"Sistem matching yg gk karuan, asal sama tier di ketemukan gk masuk akal. Pembaharuan juga kadang error, sampai saat ini apk mlbb di play store gk bisa di perbaharui alhasil fitur on voice gk berfungsi",sistem matching yg gk karuan tier ketemukan gk masuk akal pembaharuan kadang error apk mlbb play store gk perbaharui alhasil fitur on voice gk berfungsi,negatif
gatek soy,29 Oktober 2024,5,"Gamenya keren seru asik, pokoknya bagus lah gamenya. Cuman ya setiap Match timnya itu gak imbang sering banget ketemu tim jago nah,terus juga rekan tim kita itu mainnya gak benar. Jadi tolong ya moonton sistem matchnya diperbaiki",gamenya keren seru asik pokoknya bagus gamenya cuman ya match timnya gak imbang banget ketemu tim jago rekan tim mainnya gak tolong ya moonton sistem matchnya diperbaiki,positif
Ujum Rodin,29 November 2024,1,Gem paling buruk sepanjang aku suka gem baru gem ini sangat sangat jelek udh tim nya kaya komputer musuh nya parah sekali lagi coba banyak ngelek gem apaan ini sangat tida pantas,gem buruk suka gem gem jelek udh tim nya kaya komputer musuh nya parah coba ngelek gem tida,negatif
Riski Wahyudi,31 Oktober 2024,1,"Sebenarnya game taiikkk game ini, Ngatur pemain nya belum becus habis, ketemu player dark sistem terus, capek ngegendong publik, rank gua udah honnorr bisa bisa nya di tim yang legend, sementara lawan nya udah honnor semua, Game taiikk aslinya habis menang sekali terus kalah sekali, habis itu menang lagi,ttus kalah lagi, gitu-gitu aja terus, kalah nya nggak ngotak di kasih player epik dark system terus, perbaikilah draft player nya anjingg",game taiikkk game ngatur pemain nya becus habis ketemu player dark sistem capek ngegendong publik rank gua udah honnorr nya tim legend lawan nya udah honnor game taiikk aslinya habis menang kalah habis menang ttus kalah gitu gitu aja kalah nya nggak ngotak kasih player epik dark system perbaikilah draft player nya anjingg,negatif
calvin thomas,20 November 2024,1,"Saya sudah top up 2x di event 11.11 demi skin Lucky box, saya tidak dapat karena saya tidak dikasih token dari muntun, jadi saya rugi top up 2x.",top up 2x event 11.11 skin lucky box dikasih token muntun rugi top up 2x,netral
Fadil Gaming,9 Agustus 2024,3,"Game,nya bagus cuma musuh terkadang kekuatanya di luar nurul,nyengol aja hero kita langsung tewas,tidak seimbang bikin patah semangat main karna tidak masuk akal tiga lawan satu kala yang tiga,terkadang pula level tiba tiba suda beda dua,tolong kekuatan di seimbangkan biar semangat maunya seharusnya dua tiga lawan satu kala yang satu padahal hero jenisnya sama level juga sama",game nya bagus musuh terkadang kekuatanya nurul nyengol aja hero langsung tewas seimbang bikin patah semangat main karna masuk akal lawan terkadang level suda beda tolong kekuatan seimbangkan biar semangat maunya lawan hero jenisnya level,positif
Galang rambu Abdi negara,5 Oktober 2024,1,"ada bug saat mengganti akun muncul tulisan jaringan tidak stabil kembali lagi nanti, sedangkan jaringan saya bagus bagus aja mohon di perbaiki, apalagi kalau sering mencoba ulang terus gagal di suruh nunggu waktu gara gara kebanyakan gagal dalam mengganti akun",bug mengganti akun muncul tulisan jaringan stabil jaringan bagus bagus aja mohon perbaiki mencoba ulang gagal suruh nunggu gara gara kebanyakan gagal mengganti akun,negatif
Alea Aziz,14 November 2024,1,"pdahal wifi saya sinyal bgus, tpi kok di ml jelek tolong diperbaiki!!!!!!!!!!",pdahal wifi sinyal bgus tpi ml jelek tolong diperbaiki,negatif
Putu Parama putra,26 Desember 2024,1,Sistem benerin lah dark sistem mulu ketemu sama main lag padahal sinyal bagus kntl mending gausah donlwon game ini dari pada gila,sistem benerin dark sistem mulu ketemu main lag sinyal bagus kntl mending gausah donlwon game gila,negatif
ikram alqadri,30 Agustus 2024,1,"Gamenya bagus tapi saya sangat kecewa dengan sinyal yang buruk, ini benar” Karena game ini bukan karena kartu SIM nya, karena saat bermain Free Fire sinyal aman tanpa sedikit lag, tetapi saat main mobile legend sinyalnya sangat buruk sampai membuat saya emosional, saya ingin memperbaiki sinyalnya dulu jangan sampai skin dan hero bermain di banyak orang",gamenya bagus kecewa sinyal buruk game kartu sim nya bermain free fire sinyal aman lag main mobile legend sinyalnya buruk emosional memperbaiki sinyalnya skin hero bermain orang,negatif
hayu widyantoro,30 September 2024,4,"jujur ly game nya dah bagus tapi tolong kolok di update jangan menurunkan rank. saya yang awalnya Grandmaster 1 turun ke Grandmaster 3 padahal 2 bintang lagi epic, terus entah kenapa suka kayak lag gitu padahal paket aman, dan wifi juga aman jadi tolong lebih diperbaiki lagi",jujur ly game nya dah bagus tolong kolok update menurunkan rank grandmaster 1 turun grandmaster 3 2 bintang epic suka kayak lag gitu paket aman wifi aman tolong diperbaiki,negatif
galford 77,25 November 2024,1,"UNINSTALL aja, Game dgn pola sistem alogaritme menjijikkan, pembodohan. SDM cerdas gak bakal main game ini",uninstall aja game dgn pola sistem alogaritme menjijikkan pembodohan sdm cerdas gak main game,negatif
ᐯᑌᒪKᗩᑎᘔ,31 Oktober 2024,1,"Tengil banget, wifi/data seluler bagus malah dijelekin jadi merah (200ms), di gerakin delay/berat. aneh nih game, perbaiki dulu server sinyalnya baru update fitur/skin",tengil banget wifi data seluler bagus dijelekin merah 200ms gerakin delay berat aneh nih game perbaiki server sinyalnya update fitur skin,negatif
gilangputra,9 Agustus 2024,1,"gamenyaa lebih ke monoton banget dan ini game sudah perlu waktunya update biar lebih fresh, disini dari segi matchmaking selalu jadi tugas bagi development contoh, lu main solo ketemu 2-3 orang tim kan anehh banget, dan waktunya ubah tata letak map yang lebih baruu, gw bencii loo",gamenyaa monoton banget game update biar fresh segi matchmaking tugas development contoh lu main solo ketemu 2 3 orang tim anehh banget ubah tata letak map baruu gw bencii loo,negatif
Hiqmal Akbar,21 September 2024,4,Kurang enak update terus game nya setelah itu macet macet mulu dan 1 lagi kenapa download data ml di paksa gk bisa di pause lagi saya tolong download data ml jangan di paksa mulu dan tolong perbaiki jaringan nya waktu war merah mulu,enak update game nya macet macet mulu 1 download data ml paksa gk pause tolong download data ml paksa mulu tolong perbaiki jaringan nya war merah mulu,negatif
Ceprhifal* Ipal,18 November 2024,1,Monton lu punya masalah hidup apa sih sama gw lu kalo mau ngasih musuh sama tim tuh mikir lah kalo misalnya musuh jago ya tim gw juga harus jago lah adil dong inimah tim gw bego tolol sedangkan musuh nya serasa ngelawan RRQ mikir lah gimana mau game lu berkembang sedangkan lu nya juga begini sama player player nya kalo lu mau kek gitu gimana bisa berkembang ML mikir lah punya otak gak sih......... monton kalo ngasih tim yang bener dong ni gw di kasih tim mawi semua rank gw turun dari poin 47 lol,monton lu hidup sih gw lu kalo ngasih musuh tim tuh mikir kalo musuh jago ya tim gw jago adil inimah tim gw bego tolol musuh nya serasa ngelawan rrq mikir gimana game lu berkembang lu nya player player nya kalo lu kek gitu gimana berkembang ml mikir otak gak sih ......... monton kalo ngasih tim bener ni gw kasih tim mawi rank gw turun poin 47 lol,negatif
M. Agung Nur Fajar,4 Agustus 2024,1,Mohon maaf ya moonton tolong di perbaiki system nya masa iya losestrike sampek 20x Kalo ngasih musuh yg jago kasih juga tim yg seimbang biar player bisa Upgrade performa Kalo kayak gini sih ya mending pindah main di game sebelah (HOK) Nih kata kata yg lama tapi harus tetap ada karena gk pernah ada improve : Moonton asuuuuuu Ngasih tim gk ngotak Gk sebanding sama tim lawan jingan Gk ada akhlaq 🖕,mohon maaf ya moonton tolong perbaiki system nya iya losestrike sampek 20x kalo ngasih musuh yg jago kasih tim yg seimbang biar player upgrade performa kalo kayak gini sih ya mending pindah main game sebelah hok nih yg gk improve moonton asuuuuuu ngasih tim gk ngotak gk sebanding tim lawan jingan gk akhlaq,negatif
Mifta Sehat,7 September 2024,1,"Apaan cok, game bot. Sistem matchmaking gak adil, ping nya gak stabil padahal buat apk lain oke² aja, plis lah ya moonton, lu tuh kalo emang niat bikin game ya perbaiki dong, kalo gak mau kalah sama game sebelah janagn andelin event skin gratis. Kek bener² gak laku.",cok game bot sistem matchmaking gak adil ping nya gak stabil apk oke² aja plis ya moonton lu tuh kalo emang niat bikin game ya perbaiki kalo gak kalah game sebelah janagn andelin event skin gratis kek bener² gak laku,negatif
Haris Yusnedi,19 September 2024,2,"Game seru dengan banyak hero dan skin,, tapi kenapa setelah update game nya gk bisa login (dibuka) tolong diperbaiki agar saya bisa main mobile lengend lagi sebenernya game nya seru tapi itu yg membuat saya tidak bersemangat lagi dan semoga bisa diperbaiki",game seru hero skin update game nya gk login dibuka tolong diperbaiki main mobile lengend sebenernya game nya seru yg bersemangat semoga diperbaiki,negatif
Bela Febri,21 Oktober 2024,1,"Tolong lah sistem diperbaiki sinyal bagus2 warna hijau mau kill pasti lag, jangan skin terus yg di bagusin mana sering keluar sendiri. Balasan cuman silakan periksa jaringanlah apa lah gak kasi solusi. Niat update gak sih",tolong sistem diperbaiki sinyal bagus2 warna hijau kill lag skin yg bagusin balasan cuman silakan periksa jaringanlah gak kasi solusi niat update gak sih,negatif
Muhammad Ni'mal Labiq,10 Desember 2024,1,"Game ini banyak kekurangan semisal mengenai apabila player terkena afk, ia tidak dapat komplen alasan afk tersebut apa jadi kurang lah untuk interaksi antara player dan sistemnya.. mendingan HOK",game kekurangan player terkena afk komplen alasan afk interaksi player sistemnya .. mendingan hok,negatif
Virgi Firdaus,30 September 2024,1,"Game dungu, seiring berjalan waktu keseimbangan matchmaking (di mode solo) semakin rusak, player trol seharusnya bisa di detect (saran), dan lagi tak ada kompensasi. Main hanya untuk full MVP lose, ada event skin pun tak berharap mendapat skin, hanya ingin bermain dengan adil, tapi kenapa setiap bermain orang"" dungu selalu diberi satu tim dengan saya? Apa benar tim yang mengurus sistem sudah bekerja keras? Jangan bercanda game dungu, sungguh lelucon.",game dungu seiring berjalan keseimbangan matchmaking mode solo rusak player trol detect saran kompensasi main full mvp lose event skin berharap skin bermain adil bermain orang dungu tim tim mengurus sistem keras bercanda game dungu sungguh lelucon,negatif
qbill qbill,19 Agustus 2024,1,"Gameplay nya gak jelas sya pernah dikasih lose treak 10 kali dari mytic honor bintang 30 sampai mytic bintang 20,tapi menangnya cuma 1 sampai 3 kali,dan banyak satu tim yang dark sistem tapi tim musuh jago semua.",gameplay nya gak sya dikasih lose treak 10 kali mytic honor bintang 30 mytic bintang 20 menangnya 1 3 kali tim dark sistem tim musuh jago,positif
Felix Marvelino Chandra,19 September 2024,2,"Pemberian tim saat matchmaking sangat tidak baik, kadang ada player yang Afk/Feeder/Troll. Dan juga Jaringan Wi-Fi dan Data Seluler tidak stabil saat di matchmaking. Mohon segera di perbaiki untuk masalah yang sering dibicarakan.",pemberian tim matchmaking kadang player afk feeder troll jaringan wi fi data seluler stabil matchmaking mohon perbaiki dibicarakan,netral
Rilyn Belvania,19 Agustus 2024,1,"kok anehh ya? aku selalu kalah karna dapat lawan yg bucin dan yang top global sedangkan tim ku aja yang sering afk? hangus sudah rancangan saya dan ini tidak pantas di mainkan jika belum ada perubahan dan kemajuan! bahkan sudah saya laporkan pun tetap. Sampai rank saya mau turun! padahal saya sudah main dengan benar tetapi tetap cheat semua isi lawan saya! tolong kalau bisa buat yang seangkatan saja lawan nya agar tidak membuat perdebatan dalam pertandingan. Terimakasih, saya tunggu info lbih ny",anehh ya kalah karna lawan yg bucin top global tim ku aja afk hangus rancangan mainkan perubahan kemajuan laporkan rank turun main cheat isi lawan tolong seangkatan lawan nya perdebatan pertandingan terimakasih tunggu info lbih ny,negatif
My account 3,13 Agustus 2024,1,"Buat moonton mohon kali di update itu sistem ya jangan mentingin yang lain dulu cape gw di kasih lose strek 12 kali,apaan coba kaya game rusak,mau SE pro apa kita mainnya kalo temennya susah mah ga bakal pro malah sama jadi bot jadi mohon buat developer,sama kalo mau ngasih lawan itu yang sebadan cape gw,gmna ga keselip apa game sebelah game sini aja game rusak,dan juga mohon hilangkan darkk sistem dari bumi,skin sama Hero doang yang di update matchmaking mohon untuk di tindak lanjuti",moonton mohon kali update sistem ya mentingin cape gw kasih lose strek 12 kali coba kaya game rusak pro mainnya kalo temennya susah mah ga pro bot mohon developer kalo ngasih lawan sebadan cape gw gmna ga keselip game sebelah game aja game rusak mohon hilangkan darkk sistem bumi skin hero doang update matchmaking mohon tindak lanjuti,negatif
Arif Ahkam,10 November 2024,2,Gemnya bagus tapi kok renk gue master tapi musuh nya kok pada mitik ya ini monton yang unik apa gimana ini tolong dong gimana caranya untuk naik renk oiks,gemnya bagus renk gue master musuh nya mitik ya monton unik gimana tolong gimana renk oiks,negatif
ZOEYシ,2 September 2024,1,"Gajelas bgt sinyal nya, Sinyal di luar game lancar jaya. Pas di game ngeleg bgt kek lagi tinggal di zaman megalitikum.. belum lagi ngasih tim bot semua.. kalau lu emang gada ide lagi buat lanjutan nya, tolong bgt baikin yang satu ini.. ngeselin bgt",gajelas bgt sinyal nya sinyal game lancar jaya pas game ngeleg bgt kek tinggal zaman megalitikum .. ngasih tim bot .. lu emang gada ide lanjutan nya tolong bgt baikin .. ngeselin bgt,negatif
Rony Simanguncong,5 Desember 2024,2,"Tolong perbaiki sistem chat, dikit2 kena repot trus mute, maen serius atau ga pun kena repot, Dark Sistem nya keren",tolong perbaiki sistem chat dikit2 kena repot trus mute maen serius ga kena repot dark sistem nya keren,positif
Arya Teguh Julianto,11 November 2024,1,"game sampah! coba dibuat sistem pemilihan role, jangan yang aneh aneh! udah milih role maksa/ nimpa, cara mainnya juga ngasal, hapus aja mendingan HOK. main di ML setim kalau gak bisa main masih wajar, tapi masalahnya ini banyak yang ngetrol mana sistem report nya kayak cuman pajangan, gak ngerti yang mana yang orang butuhin, coba sekali kali liat sistem report di game HOK, sistemnya bakal ngedeteksi gameplay baru di kasih peringatan, beda jauh sama di ML, kayak sistem nerawang! cuman saran!",game sampah coba sistem pemilihan role aneh aneh udah milih role maksa nimpa mainnya ngasal hapus aja mendingan hok main ml setim gak main wajar ngetrol sistem report nya kayak cuman pajangan gak ngerti orang butuhin coba kali liat sistem report game hok sistemnya ngedeteksi gameplay kasih peringatan beda ml kayak sistem nerawang cuman saran,negatif
Munif Aziz,21 September 2024,4,"Seru bang game nya. Kini banyak sekali event-event nya dan gak main-main, dan saran dari saya apabila ruang penyimpanan masih fresh pada saat pertandingan (Clasic, brawl, rank dan lain-lain) tidak terjadi lag walaupun dalam opsi ekstrim😊",seru bang game nya event event nya gak main main saran ruang penyimpanan fresh pertandingan clasic brawl rank lag opsi ekstrim,positif
Ridho Ahmad Fauzi,9 Agustus 2024,3,Saya sebenarnya sudah suka dengan permainan ini namun saya juga kurang suka KENAPA? 1.Jaringan Sering lemot walau pakai waifi yang sangat lancar. 2.Sering Mendapatkan tim/musuh yang sangat tidak seimbang Kadang Mendapatkan Musuh Yang Sangat jago Namun tim Kami Sangat Lah buruk yang membuat kemenangan sangat mustahil,suka permainan suka 1.jaringan lemot pakai waifi lancar 2.sering tim musuh seimbang kadang musuh jago tim buruk kemenangan mustahil,negatif
