name,date,star,comment,comment_prep
Putri Aisyah Rani,14 Desember 2024,1,"Kenapa pas aku main sinyal itu selalu lemot ya? Padahal nih aku udah cek sinyal Wifi tuh aman tapi pas di pakek buat main mobile legend kok lemot? Bikin orang afk ngak sih, suka kesel kalo gini mending aku hapus aja coba ke game moba lain",pas main sinyal lemot nih udah cek sinyal wifi tuh aman pas pakek main lemot bikin orang afk ngak sih suka kesel kalo gini mending hapus coba game moba
Eko Riyanto,9 Desember 2024,1,"Makin aneh game ini, sekali win streak langsung di kasih lose streak, main solo ga pernah dapat kawan hebat, yang ada troll Game membosankan Mending main efootball",aneh game win streak langsung lose streak main solo kawan hebat troll game membosankan mending main efootball
Daniel Delano,27 November 2024,1,"Mau ilangin stress main game ini tetapi malah tambah stress, sekali menang berapa kali di kasih tim yang gak bener kayak di sengajain sama sistemnya. Sudah berminggu-minggu tetapi bintang tetap sama, game ini terlalu bergantung sama teman dan tidak bisa dimainkan solo/sendiri.",ilangin stress main game stress menang kali tim bener kayak sengajain sistemnya berminggu minggu bintang game bergantung teman dimainkan solo
Rifaldo,2 Desember 2024,1,"Game apaan ni, jaringannya bermasalah terus,pas gw main game sebelah(ff,hok) jaringannya bagus bagus aja tp pas main ml uiii jaringannya merah(pas mati doang jaringannya hijau pas hidup lagi merah terus)anehnya,jgn download cuiiii,moonton kek binatang",game ni jaringannya bermasalah pas gw main game sebelah ff hok jaringannya bagus bagus tp pas main uiii jaringannya merah pas mati doang jaringannya hijau pas hidup merah anehnya jgn download cuiiii moonton kek binatang
Johan Sentian,5 November 2024,1,"Game burik, ketemu 1 tim selalu ngetrol dapat bot pula, ngepush solo serasa main MPL, lvl udah 50 lebih, dapat teman tim lvl masih belasan, apa coba main partyan serasa turnamen dunia. apanya perbaikan, narik peminat bukan dgn skin gratisan, tapi pengalaman bermain yg di sesuaikan.. udah lama bgt main ML, tapi dari season kemarin udah kepikiran uninstal..",game burik ketemu 1 tim ngetrol bot ngepush solo serasa main mpl lvl udah 50 teman tim lvl belasan coba main partyan serasa turnamen dunia apanya perbaikan narik peminat dgn skin gratisan pengalaman bermain sesuaikan .. udah bgt main season kemarin udah kepikiran uninstal ..
Habib Dzaki,9 Desember 2024,1,"We game rusak kau perbaiki la tu game mu knp musuhnya gk seimbang,musuhnya jago banget tapi knp giliran tim gue jadi dark sistem",we game rusak kau perbaiki la tu game mu knp musuhnya seimbang musuhnya jago banget knp giliran tim gue dark sistem
Rizky Putra,14 November 2024,1,Kaga ush download game ini percuma lu main sekarang dari warior ke epic atau pun renk lain percuma isinya juga player² dark sistem semua gua dari legend 2 bintang 4 turun drastis ke legend 5 bintang 1 tim gua dark sistem semua GK ada yg bener 1 pun,kaga ush download game lu main warior epic renk isinya player² dark sistem gua 2 bintang 4 turun drastis 5 bintang 1 tim gua dark sistem bener 1
Fadly Rizky,11 November 2024,5,"eh monton, kalo kasih tim yg setara dari segi rank sama high ranknya lah, ketemu nya bocah2 glory sulit, sedangkan pencapaian rank gw udh ke immo, diperbaikin lagi lah system nya, publik2 solo udh batu dongo",eh monton kalo tim setara segi rank high ranknya ketemu bocah2 glory sulit pencapaian rank gw udh immo diperbaikin system publik2 solo udh batu dongo
Julia Maharani,25 November 2024,1,"benerin dulu ton bug freeznya, mau main cs/rank jadi ga nyaman, tbtb macet setiap di detik 11 menitan. afk mulu bjir.",benerin ton bug freeznya main cs rank nyaman tbtb macet detik 11 menitan afk mulu bjir
HAROREAM ID,10 Desember 2024,1,"Game popular tapi sangat banyak kendala,,lagi maen aja jaringan tiba2 lag,padahal jaringan sangat bagus.bikin game tuh diurus,jangan mentang2 udah popular tapi kenyamanan buat player diabaikan,jangan sampai semua pindah ke game sebelah.",game popular kendala maen jaringan tiba2 lag jaringan bagus.bikin game tuh diurus mentang2 udah popular kenyamanan player diabaikan pindah game sebelah
Fatan Fatan,24 November 2024,1,"Game bug ga jelas,apalah tim gua kaya bot sedangkan musuh nya pro semua,setiap gua main lag mulu perasaan,oi montoon kasih tim yang bener lahh.apalah gua jarang jarang nyepin sekali nya ngespin dapet skin epic yang udah gua punya padahal banyak yang belum gua punya,apalah gua lose treak giliran early nya udah menang malah invalid apalah",game bug apalah tim gua kaya bot musuh pro gua main lag mulu perasaan oi montoon tim bener lahh.apalah gua jarang jarang nyepin ngespin dapet skin epic udah gua gua apalah gua lose treak giliran early udah menang invalid apalah
Rezi Buyan,6 Desember 2024,1,"game taiiii, draft pick gabener, mytik serasa epic, tim gapernah dpet yg bisa main giliran tim mushh bsa main semua, game ini bsa buat org gilaaaa, GAME PEPEK!!!!!!! HAPUS AJAA DARI PLAY STORE!!!!! MENDING MAIN HOK TIM SAMA MUSUH SEIMBANG, BKN KEK GAME INIII!!!!",game taiiii draft pick gabener mytik serasa epic tim gapernah dpet main giliran tim mushh bsa main game bsa org gilaaaa game pepek hapus ajaa play store mending main hok tim musuh seimbang bkn kek game iniii
M. Adib Nur Masruhiin,17 Agustus 2024,1,"memang lain ni game lama lama jaringannya error mulu dah padahal sinyal normal aman, awal² maen normal tiba² ngejump ampe 200ms+ ku kira cheat ternyata emang gamenya rusak, match making yg tidak adil😮‍💨 dimohon agar segera diperbaiki lagi,",ni game jaringannya error mulu dah sinyal normal aman awal² maen normal tiba² ngejump ampe 200ms ku cheat emang gamenya rusak match making adil dimohon diperbaiki
Yumna Yumna,10 November 2024,1,"game gak manusiawi,, knpa setiap org main di kasih dark sistem,tambah"" lagi kalo dh bintang lima pasti lose,lama"" hapus juga nih game,emosi bngett dari legend 1 bintang 4 turun ke legend 2 bintang 3 kn g ngotakkk,mana semua ny w yg mvp lagi, tolong Jan kasih org tim dark sistem",game manusiawi knpa org main dark sistem kalo dh bintang lose hapus nih game emosi bngett 1 bintang 4 turun 2 bintang 3 kn g ngotakkk ny w mvp tolong jan org tim dark sistem
nugi pertama,4 Oktober 2024,2,"Saya kasih Bintang 5 tetapi mohon hilangkan player dark sistem, player egois player yang ngerugiin saat bermain Rank, player seperti ini sangatlah membuat saya kesal karena prilaku bermain yg sangat egois dan beban dalam menggunakan hero dan mohon juga untuk jaringan, saya sudah memakai jaringan 4G tetapi selalu saja jaringan yang lag, ping naik turun dan juga masalah matchmaking yang sangat lama, apabila ingin memulai game membutuhkan waktu yang lama, jdi mhon untuk mengurangi waktu matchmaking",bintang 5 mohon hilangkan player dark sistem player egois player ngerugiin bermain rank player kesal prilaku bermain egois beban hero mohon jaringan memakai jaringan 4g jaringan lag ping turun matchmaking game membutuhkan jdi mhon mengurangi matchmaking
Noel Siman,23 Agustus 2024,2,"Game ini bagus tapi masih ada bug kon!!!🔥 tim gua afk aneh percuma pemain banyak game bikin stress dark system gua main di epic abadi malah ada temen darksystem minimal lawan yg seimbang lah tim yg bagus lah, minimal lawan jan kebanyakan penjoki gua kasih rating 2 coba gk ada darksystem gua kasih bintang 5 sebenernya gua kasih bintang gk pengaruh tapi gua kesel kon mending gua ke game lain minimal gacha nya diperbaiki susan susah ngumpulin token untuk gacha skin epic tapi dapet butut gak patas",game bagus bug kon tim gua afk aneh pemain game bikin stress dark system gua main epic abadi temen darksystem minimal lawan seimbang tim bagus minimal lawan jan kebanyakan penjoki gua rating 2 coba darksystem gua bintang 5 sebenernya gua bintang pengaruh gua kesel kon mending gua game minimal gacha diperbaiki susan susah ngumpulin token gacha skin epic dapet butut patas
Lolipop enak,19 September 2024,1,"sistem match solo sangat sangat sangat mengecewakan, selalu dapat tim dark sistem sedangkan musuh berbeda dari tim, next season mungkin banyak yang pensi ya karena merasa match solo player yang buruk saya sangat kecewa, dan untuk CS di in-game gak berguna sama sekali, saya sudah melaporkan masalah yang sering di alami namun tidak ada tanggapan dari pihak moonton, alhamdullilah dengan tidak menginstal game berkedok moba dan bersistem judi, saya menjadi orang yang lebih baik",sistem match solo mengecewakan tim dark sistem musuh berbeda tim next season pensi match solo player buruk kecewa cs in game berguna melaporkan alami tanggapan moonton alhamdullilah menginstal game berkedok moba bersistem judi orang
Abdi Arjunn,27 November 2024,1,"tolonglah monton kasih tim yang bener masa tim sendiri dibawah rata"" mainya, sedangkan lawannya pro tidak seimbang banget sii sistemnya. 1 lagi masalah jaringan, itu tolong diperhatikan lagi masa ngelag terus hdehhhh",tolonglah monton tim bener tim dibawah mainya lawannya pro seimbang banget sii sistemnya 1 jaringan tolong diperhatikan ngelag hdehhhh
Ahmad Nur Aziz,13 Desember 2024,1,"Tolong ya Montoon perbaiki masalah Jaringan nya terutama , udah Dari dulu masalah Jaringan selalu ga bener sering lag terus"" an di awal"" main masi bagus tp di pertengahan game + waktu war ping pasti jamping 200 an sekali pun stabil di ping 34 tetep lag patah"" makin lama makin busuk sistem nya",tolong montoon perbaiki jaringan udah jaringan bener lag an main masi bagus tp pertengahan game war ping jamping 200 an stabil ping 34 tetep lag patah busuk sistem
Amelia Ningrum,9 November 2024,1,Banyak sekali tim feeder yang saya temukan disini saya hanya ingin bermain dan menaikan rank Saya tapi masih saja banyak tim yang tidak niat bermain jadi tolong kurangi para feeder di game ini.,tim feeder temukan bermain menaikan rank tim niat bermain tolong kurangi feeder game
Baim Editez,31 Juli 2024,3,"Matching yang tidak adil dimana pemain solo di pertemukan dengan pemain mabar, kurang nya potensi untuk berkomunikasi dan menang, akan menyudutkan pemain solo, kemunkinan untuk menang nya hanya 009,00%, tapi itu tergantung pemain nya, dan soal rank, mohon untuk tidak mempertemukan pemain dengan rank tinggi atau sebalik nya karna ini akan 90% mempengaruhi permainan selesai. Terimakasih 💀",matching adil dimana pemain solo pertemukan pemain mabar potensi berkomunikasi menang menyudutkan pemain solo kemunkinan menang 009 00 tergantung pemain rank mohon mempertemukan pemain rank sebalik karna 90 mempengaruhi permainan selesai terimakasih
Imbarwati Styn,29 September 2024,1,"Masalah terbesar pada game ini adalah pada bagian matchmaking yabg seringkali sangat tidak adil. Matchmaking selalu didasarkan pada win rate, tetapi jika pada setiap match selalu mendapatkan player tim yang memiliki win rate rendah, sedangkan musuh memiliki tim dengan win rate yang tinggi. Ini akan menyebabkan win rate semakin menurun akibat lose streak. Mohon pada developer untuk memperbaiki sistem matchmaking yang seimbang dari kedua belah tim.",terbesar game matchmaking yabg seringkali adil matchmaking didasarkan win rate match player tim memiliki win rate rendah musuh memiliki tim win rate menyebabkan win rate menurun akibat lose streak mohon developer memperbaiki sistem matchmaking seimbang belah tim
Lazis Al Ghifari,23 November 2024,3,EH MOONTON Kalau ngasih musuh tuh ngotak Deket kek lah anj masa gua main dari jam 12 sampe jam yang nambah cuman 3 bintang doang anjjj mana kalah 10 kali pas gua liat liat musuhnya udah ada yang mytich honor lah apalah itu lah kan anjjj KONTO,eh moonton ngasih musuh tuh ngotak deket kek anj gua main jam 12 sampe jam nambah cuman 3 bintang doang anjjj kalah 10 kali pas gua liat liat musuhnya udah mytich apalah anjjj konto
Galang rambu Abdi negara,5 Oktober 2024,1,"ada bug saat mengganti akun muncul tulisan jaringan tidak stabil kembali lagi nanti, sedangkan jaringan saya bagus bagus aja mohon di perbaiki, apalagi kalau sering mencoba ulang terus gagal di suruh nunggu waktu gara gara kebanyakan gagal dalam mengganti akun",bug mengganti akun muncul tulisan jaringan stabil jaringan bagus bagus mohon perbaiki mencoba ulang gagal suruh nunggu gara gara kebanyakan gagal mengganti akun
Medi,1 November 2024,1,"Jaringan sering bermasalah,,lawan nya ga pernah yg seimbang,,lawan susah tim dark sistem,,pas sedang war jaringan malah hilang padahal hijau tapi ga bisa gerak game macam apa ini pantesan orang"" banyak pindah game",jaringan bermasalah lawan seimbang lawan susah tim dark sistem pas war jaringan hilang hijau gerak game pantesan orang pindah game
Yayan Sovian,16 November 2024,1,"woy kami dah top up tapi token nya gak masuk,, parah ini game mening kalau semua player, lu malah pilih pilih yang error token, najis lah ikutan event di game ini",woy dah top up token masuk parah game mening player lu pilih pilih error token najis ikutan event game
Jaka,24 November 2024,5,Tolong ketika pick atau ban hiro ada penyebutan nama setiap Hiro yang di pick dan diban seperti dulu karena terkesan lebih elegan karena jujur saja sekarang sudah mulai bosan dengan game ini karena fitur penyebutan Hiro dihilangkan saya bermain mobile legend sudah hampir 7 tahun mohon dikabulkan untuk update mendatang dan semoga didengar👍🏻 i love ❤️MOBA.,tolong pick ban hiro penyebutan nama hiro pick diban terkesan elegan jujur bosan game fitur penyebutan hiro dihilangkan bermain 7 mohon dikabulkan update semoga didengar i love moba
Dimas Rizky Andyanto,8 September 2024,2,"Masalah Kembali Lagi, Pakai Data Selalu Ping nya sangat Tinggi, 100 -200 ms an, padahal posisi sinyal full bar buat download tembus 1mb+, udh aktifin mode speed masih gak terlalu ngefek malah jadi naik turun ga karuan, udh coba ganti provider sinyal ttp sama aja",pakai data ping 100 200 ms an posisi sinyal full bar download tembus 1mb udh aktifin mode speed ngefek turun karuan udh coba ganti provider sinyal ttp
Jefry Hidayat,29 September 2024,1,"Game bikin emosi ya game ini, kalo mau naik level pasti dibikin lose strike. Dikasik tim amburadul, ditambah musuh overpower, katanya pertandingan adil? Turret musuh ja kadang gak hncur satupun. Hebatnya lagi mytic tpi main kyk bru main ML. Adil dari mana? Mnang 1 X kdang kalah bisa 7 X, mnang 10x kdang klah belasan kali, makin lama makin burik ja ini game",game bikin emosi game kalo level dibikin lose strike dikasik tim amburadul ditambah musuh overpower pertandingan adil turret musuh ja kadang hncur satupun hebatnya mytic tpi main kyk bru main adil mnang 1 x kdang kalah 7 x mnang 10x kdang klah belasan kali burik ja game
Dede Rodiah,16 November 2024,1,Assalamualaikum ini kenapa gabisa masuk kedalam game tapi memori saya ga penuh dan ponsel saya juga ga ruksak dan saya sudah berapa kali hapus donlod hapus donlod begitu terus ada lah 5 kali saya gitu terus kenapa ya ini gabisa masuk kedalam game saya padahal sudah epik kan sayang kalau akunya tidak di pakai dan kenapa gabisa masuk kedalam game padahal di ponsel orang lain bisa masu kedalam game dan kenapa aku abisa masuk ke dalam game padahal disitu sudah banyak sekin ya segitu infor masi saya.,assalamualaikum gabisa masuk kedalam game memori penuh ponsel ruksak kali hapus donlod hapus donlod 5 kali gitu gabisa masuk kedalam game epik sayang akunya pakai gabisa masuk kedalam game ponsel orang masu kedalam game abisa masuk game disitu sekin segitu infor masi
